,t2_5km,usodosolo,elevacao,slope,ndvi,evi,t2_1km,aspect_LE,aspec_NS
375,306.273,8.0,44,3.7148461,8503,4753,307.95,-0.8728139,0.48805317
376,306.273,2.0,70,3.7050726,8074,4753,306.93,0.98822933,0.15297978
377,306.273,2.0,70,3.238167,8428,4660,307.008,0.3361952,-0.9417923
378,306.273,2.0,174,4.76989,8276,4549,306.824,0.56571954,0.8245977
379,306.273,2.0,193,8.298881,8520,6105,306.362,0.94069195,-0.339262
380,305.28,2.0,136,12.989861,8330,6412,305.994,0.25633422,-0.9665882
381,305.28,2.0,203,18.075079,8403,4340,305.612,-0.51857746,0.85503066
382,305.28,2.0,244,21.015242,8741,4340,304.977,0.4061106,-0.9138239
383,305.28,2.0,219,19.378992,8642,4370,304.817,-0.9985332,0.054142777
384,305.28,2.0,168,15.144201,8789,6515,305.512,-0.9302585,0.36690477
385,306.152,2.0,31,7.17375,8541,6793,306.492,0.99902844,-0.04407016
386,306.152,2.0,31,2.0556848,8583,6549,307.227,0.17150241,-0.9851837
387,306.152,9.0,20,2.0859861,7491,5069,307.967,0.95084745,0.30965975
388,306.152,9.0,15,1.9710242,7973,4647,308.484,0.98573023,-0.1683326
389,306.152,8.0,13,2.5497806,8248,5958,308.75,-0.34212005,0.93965626
390,308.753,9.0,37,0.86206514,8231,4753,308.85,0.9500668,-0.3120466
391,308.753,9.0,12,1.1088023,8496,4753,309.351,0.8754337,0.4833382
392,308.753,9.0,12,0.8544572,8415,5459,309.395,0.9896601,0.14343283
393,308.753,9.0,17,0.86253905,8291,4675,309.099,0.97891635,0.20426168
394,308.753,12.0,62,0.6231256,8261,4740,308.768,0.55795777,-0.82986933
395,309.457,9.0,41,0.5516963,8032,4736,309.692,0.89561135,-0.44483736
396,309.457,9.0,41,1.7819743,8032,4766,309.754,0.1908564,0.981618
397,309.457,9.0,23,2.6481798,7733,4755,309.846,0.54796594,0.83650064
398,309.457,9.0,13,3.1616602,8339,4726,309.775,-0.5998375,0.8001219
399,309.457,9.0,13,1.9170576,8330,5586,309.961,-0.4973562,0.86754644
400,310.04,9.0,13,0.2492917,8030,5467,309.962,-0.69150853,0.7223683
401,310.04,9.0,40,0.25934005,8211,4278,309.897,0.88539886,0.464832
402,310.04,9.0,18,0.25051528,8339,4729,310.052,-0.5896633,-0.80764914
403,310.04,9.0,37,2.5171523,5755,3566,310.309,0.9983256,0.05784485
404,310.04,13.0,68,5.419637,7039,3458,309.943,-0.5839335,0.8118015
405,309.693,13.0,68,6.5211005,7039,2483,309.427,-0.19450587,-0.98090136
406,309.693,13.0,9,5.385249,5518,2483,309.695,-0.41791442,-0.90848637
407,309.693,13.0,9,3.5955906,5684,3182,309.858,-0.2042921,-0.97890997
408,309.693,13.0,11,1.5648746,5660,3555,310.027,-0.8935998,-0.44886455
409,309.693,13.0,9,0.3638973,5505,3980,310.063,-0.25033757,0.9681586
410,309.71,13.0,8,0.14305237,4514,2468,310.101,-0.55399954,0.83251697
411,309.71,13.0,6,0.2791538,7276,3198,310.009,0.8911483,-0.45371214
412,309.71,13.0,11,0.055974245,7276,4609,309.99,-0.8370636,-0.54710555
413,309.71,9.0,6,0.38122734,6607,4609,310.259,-0.0019924506,-0.99999803
414,309.71,9.0,6,0.5738631,5749,3781,310.375,-0.72320616,0.69063216
415,310.247,12.0,10,1.4056162,6184,4228,310.027,-0.62496036,-0.78065646
416,310.247,9.0,7,2.7778623,8035,5092,310.253,0.10985079,-0.9939481
417,310.247,8.0,35,1.3637177,8302,5123,310.623,0.9137177,0.40634954
418,310.247,2.0,25,2.1922348,9008,5147,309.671,0.6914983,-0.72237813
419,310.247,2.0,306,,9008,5265,308.657,,
420,305.846,2.0,369,,8309,4727,305.815,,
421,305.846,4.0,126,15.53274,8582,4637,306.711,0.76729006,-0.6413002
422,305.846,8.0,130,5.986818,7927,4371,308.0,-0.997162,-0.07528627
423,305.846,9.0,101,2.254842,7927,4483,307.862,-0.002884102,0.9999958
424,305.846,14.0,80,1.3203772,7187,4207,307.488,0.1939184,0.98101765
425,306.492,14.0,72,1.6766582,8002,4533,307.581,-0.97219753,0.23416232
426,306.492,14.0,103,2.5984635,8048,5143,307.668,-0.9771103,0.21273324
427,306.492,14.0,56,2.2474823,7617,5010,307.445,-0.77432054,0.63279355
428,306.492,9.0,56,2.805375,6820,4579,308.165,0.7796985,-0.62615514
429,306.492,14.0,34,1.1241466,7911,4483,308.163,-0.99711835,-0.07586183
430,307.614,14.0,55,0.36566725,7848,4431,307.981,0.88829255,-0.45927808
431,307.614,14.0,38,0.66109157,7261,4431,308.116,-0.55309737,0.8331166
432,307.614,9.0,33,0.94400483,6872,4041,308.426,0.9972142,-0.07459124
433,307.614,14.0,31,2.8679304,6711,3516,308.014,0.5835297,-0.81209177
434,307.614,13.0,98,8.035981,7341,3110,308.517,0.07300176,0.9973318
435,308.275,13.0,34,12.787138,5786,2743,307.994,0.35814664,0.93366534
436,308.275,12.0,78,11.876668,5853,2861,306.993,0.93433106,0.35640627
437,308.275,14.0,39,7.74054,5892,4313,306.848,0.5402066,-0.8415324
438,308.275,9.0,39,5.119482,6453,4908,307.391,0.53956103,0.8419465
439,308.275,9.0,30,1.8544885,6751,4965,307.695,0.14056125,-0.990072
440,307.161,14.0,50,0.4309498,6545,5252,307.054,0.7346822,0.6784114
441,307.161,9.0,35,3.5201986,6462,5130,307.85,-0.91810966,0.39632648
442,307.161,9.0,133,0.97290295,7648,4188,307.902,-0.8478751,-0.53019595
443,307.161,9.0,37,1.4421563,7126,4797,307.828,0.3421165,-0.93965757
444,307.161,9.0,74,3.2292411,7845,5138,307.905,-0.20872146,-0.97797513
445,306.273,8.0,60,3.7148461,8478,4619,308.67,-0.8728139,0.48805317
446,306.273,8.0,110,3.7050726,8011,4329,308.667,0.98822933,0.15297978
447,306.273,2.0,110,3.238167,8568,4103,307.651,0.3361952,-0.9417923
448,306.273,2.0,78,4.76989,8789,4348,307.39,0.56571954,0.8245977
449,306.273,2.0,58,8.298881,8840,4677,306.718,0.94069195,-0.339262
450,305.28,2.0,70,12.989861,8922,4844,306.878,0.25633422,-0.9665882
451,305.28,2.0,33,18.075079,8967,4775,307.151,-0.51857746,0.85503066
452,305.28,2.0,43,21.015242,8550,4524,307.197,0.4061106,-0.9138239
453,305.28,2.0,77,19.378992,8422,4438,307.206,-0.9985332,0.054142777
454,305.28,2.0,25,15.144201,8422,4850,307.477,-0.9302585,0.36690477
455,306.152,2.0,14,7.17375,8129,4850,307.864,0.99902844,-0.04407016
456,306.152,9.0,14,2.0556848,7494,5503,308.38,0.17150241,-0.9851837
457,306.152,9.0,21,2.0859861,6852,6030,308.8,0.95084745,0.30965975
458,306.152,8.0,75,1.9710242,7605,5104,309.005,0.98573023,-0.1683326
459,306.152,8.0,11,2.5497806,7483,4845,309.158,-0.34212005,0.93965626
460,308.753,9.0,11,0.86206514,7337,3929,309.107,0.9500668,-0.3120466
461,308.753,9.0,12,1.1088023,7789,4062,309.356,0.8754337,0.4833382
462,308.753,14.0,10,0.8544572,7789,4512,308.788,0.9896601,0.14343283
463,308.753,9.0,10,0.86253905,6905,3401,309.308,0.97891635,0.20426168
464,308.753,9.0,23,0.6231256,8404,4527,309.467,0.55795777,-0.82986933
465,309.457,9.0,10,0.5516963,8005,4937,309.84,0.89561135,-0.44483736
466,309.457,9.0,10,1.7819743,7519,4348,309.955,0.1908564,0.981618
467,309.457,12.0,41,2.6481798,8058,5003,309.135,0.54796594,0.83650064
468,309.457,12.0,21,3.1616602,8531,4281,308.663,-0.5998375,0.8001219
469,309.457,9.0,12,1.9170576,8376,4962,309.888,-0.4973562,0.86754644
470,310.04,14.0,11,0.2492917,7634,2508,309.308,-0.69150853,0.7223683
471,310.04,9.0,13,0.25934005,6238,3957,310.094,0.88539886,0.464832
472,310.04,13.0,12,0.25051528,7391,3033,309.851,-0.5896633,-0.80764914
473,310.04,13.0,12,2.5171523,5555,2023,310.073,0.9983256,0.05784485
474,310.04,13.0,11,5.419637,4408,2924,309.538,-0.5839335,0.8118015
475,309.693,13.0,11,6.5211005,3969,2436,309.731,-0.19450587,-0.98090136
476,309.693,13.0,8,5.385249,4578,2047,309.992,-0.41791442,-0.90848637
477,309.693,13.0,7,3.5955906,5108,1957,310.253,-0.2042921,-0.97890997
478,309.693,13.0,6,1.5648746,4871,2167,310.187,-0.8935998,-0.44886455
479,309.693,13.0,8,0.3638973,4214,2262,310.249,-0.25033757,0.9681586
480,309.71,13.0,8,0.14305237,4610,2342,310.2,-0.55399954,0.83251697
481,309.71,13.0,4,0.2791538,6214,4312,310.081,0.8911483,-0.45371214
482,309.71,8.0,12,0.055974245,8004,4312,310.484,-0.8370636,-0.54710555
483,309.71,9.0,10,0.38122734,7570,4534,310.138,-0.0019924506,-0.99999803
484,309.71,9.0,10,0.5738631,7178,5127,310.441,-0.72320616,0.69063216
485,310.247,12.0,26,1.4056162,8627,6524,309.604,-0.62496036,-0.78065646
486,310.247,8.0,62,2.7778623,8579,4674,310.293,0.10985079,-0.9939481
487,310.247,2.0,124,1.3637177,8989,5093,310.226,0.9137177,0.40634954
488,310.247,2.0,17,2.1922348,9152,5296,308.712,0.6914983,-0.72237813
489,310.247,2.0,155,,8775,5079,307.844,,
490,305.846,9.0,87,,8053,4086,307.189,,
491,305.846,9.0,65,6.0667944,8072,4304,307.657,-0.83064234,0.5568063
492,305.846,9.0,66,1.1291673,7834,4569,308.25,0.68388337,0.7295913
493,305.846,14.0,66,0.63810635,8111,4511,307.511,-0.17094228,-0.98528105
494,305.846,14.0,89,1.9439279,7935,4274,307.437,0.9669198,-0.2550807
495,306.492,8.0,53,1.4860055,7324,5172,308.409,0.84133154,-0.5405194
496,306.492,8.0,70,1.9572272,7684,3960,308.68,0.9268738,0.3753731
497,306.492,14.0,109,1.110052,7568,4389,307.742,0.89324117,-0.44957784
498,306.492,14.0,109,2.0130963,6555,4541,307.861,-0.34870067,-0.93723416
499,306.492,14.0,34,1.8739576,6710,4785,308.04,-0.044291772,-0.9990186
500,307.614,9.0,34,2.1721282,6562,4845,308.294,0.32452378,0.94587755
501,307.614,9.0,30,3.4379025,6890,4466,308.279,0.5598571,0.8285892
502,307.614,14.0,33,2.8932934,7392,4588,307.921,-0.9235309,0.38352415
503,307.614,8.0,37,0.75229084,7678,4437,308.757,-0.7725319,-0.63497597
504,307.614,10.0,41,1.3429216,5393,2570,308.03,0.915376,0.40260002
505,308.275,8.0,31,1.297127,5154,3022,308.594,0.055549778,-0.99845594
506,308.275,8.0,27,1.0188922,7234,4289,308.578,-0.50737077,-0.86172783
507,308.275,8.0,47,1.0558307,6398,4289,308.534,0.984382,-0.17604594
508,308.275,9.0,47,0.99015635,6841,4472,307.853,0.076983385,0.9970324
509,308.275,9.0,62,1.0802225,6111,4206,307.86,0.27673665,-0.9609458
510,307.161,10.0,61,0.9158671,6174,3966,307.541,-0.8397627,0.5429536
511,307.161,9.0,42,2.8510265,6178,4673,307.892,-0.5192939,-0.8545957
512,307.161,9.0,133,2.0359159,8107,4889,307.903,0.49922574,0.86647195
513,307.161,9.0,37,2.3257637,8311,4844,307.771,-0.36411119,0.9313555
514,307.161,9.0,74,1.1295843,8311,5416,307.977,0.08703638,-0.99620515
515,306.273,9.0,60,1.7074666,8131,4550,308.274,-0.9705796,0.24078041
516,306.273,9.0,110,3.1724982,7908,4644,308.445,0.632937,0.7742033
517,306.273,8.0,110,3.0571504,8320,4473,308.629,0.29178312,-0.9564845
518,306.273,9.0,78,2.6286,8139,4473,308.156,-0.999842,0.017776022
519,306.273,2.0,58,1.00319,8510,4597,307.129,0.3799643,0.92500114
520,305.28,2.0,70,0.95556,8510,4540,307.511,0.9996737,-0.025542134
521,305.28,2.0,33,1.3470111,8506,4795,308.11,0.6521414,0.75809735
522,305.28,2.0,43,2.2235327,8146,4357,308.548,-0.33281362,-0.9429926
523,305.28,2.0,77,0.72063047,8290,4750,308.518,0.0031117985,0.9999952
524,305.28,2.0,25,3.0202873,8118,5061,308.539,0.4168812,-0.908961
525,306.152,9.0,14,1.6968484,8124,5133,309.217,-0.10323442,0.99465704
526,306.152,9.0,54,1.6597496,8413,6217,308.795,0.6843199,-0.7291819
527,306.152,8.0,37,0.7606639,8413,6549,309.168,-0.94187033,-0.33597654
528,306.152,2.0,14,0.9173751,8519,4693,308.655,0.9997058,-0.024255965
529,306.152,2.0,55,0.85613126,8408,5050,308.83,0.9999896,0.0045573395
530,308.753,9.0,15,1.8987393,6737,5793,309.182,-0.38697523,-0.9220901
531,308.753,9.0,7,0.21513261,6992,4373,309.13,-0.03904263,0.99923754
532,308.753,9.0,10,0.08309727,7815,5089,309.14,-0.89928067,-0.437372
533,308.753,9.0,8,0.29873776,5014,5303,309.279,-0.77744573,0.62895006
534,308.753,9.0,12,0.2876717,4187,2365,309.569,0.3105767,-0.9505483
535,309.457,9.0,11,0.21513261,8185,4377,309.705,-0.03904263,0.99923754
536,309.457,9.0,11,0.794775,7619,4824,309.972,-0.4041344,-0.9146996
537,309.457,9.0,21,0.51771295,8148,4637,310.003,0.001201562,-0.9999993
538,309.457,9.0,12,0.81079596,7704,5293,309.78,0.5263547,-0.85026515
539,309.457,9.0,11,0.33118102,7874,4842,310.127,-0.5918546,-0.80604476
540,310.04,9.0,12,0.10634481,6942,4307,310.066,0.92037636,0.39103368
541,310.04,12.0,10,0.14967047,6942,4472,309.7,0.6793802,0.73378646
542,310.04,9.0,10,0.32301366,5020,3773,310.157,-0.38595718,0.9225167
543,310.04,10.0,19,0.12705724,3566,2125,309.997,-0.28369108,0.9589157
544,310.04,13.0,8,0.46216258,4457,2883,307.75,0.9941357,-0.10813992
545,309.693,10.0,8,0.24007031,4409,4056,305.952,0.86714566,-0.49805468
546,309.693,10.0,7,0.14383584,4147,3275,310.019,0.6207911,0.783976
547,309.693,13.0,7,0.16793235,5255,2722,310.014,-0.5967932,0.8023951
548,309.693,13.0,3,0.05336453,5255,2328,310.24,-0.9430098,0.3327649
549,309.693,13.0,6,0.07262595,4752,3434,310.264,-0.07014538,0.9975368
550,309.71,12.0,4,0.1938082,5435,4519,309.897,-0.38595718,0.9225167
551,309.71,10.0,17,0.32301366,7007,4468,309.968,-0.38595718,0.9225167
552,309.71,9.0,14,0.34484276,7576,3788,310.275,0.9203698,-0.39104912
553,309.71,9.0,5,1.0752237,6968,4168,310.341,0.9332301,0.35927927
554,309.71,8.0,5,1.1151396,8172,5530,310.415,0.99707025,0.0764915
555,310.247,9.0,4,1.9496386,7472,5107,310.2,0.68178034,0.73155695
556,310.247,8.0,12,2.1224728,8521,4188,310.148,0.9978084,-0.06616926
557,310.247,8.0,8,1.5253109,8302,4773,309.87,-0.9777026,0.20999439
558,310.247,2.0,4,2.12918,9031,4773,308.754,-0.25653914,0.96653384
559,310.247,2.0,81,,8704,4939,308.283,,
560,305.846,9.0,88,,7758,4072,307.66,,
561,305.846,9.0,67,2.6583133,7578,4694,307.975,0.9079179,0.419148
562,305.846,14.0,101,0.7798868,3472,4669,307.892,-0.23033145,-0.9731122
563,305.846,14.0,135,0.6860391,3102,4400,307.628,0.9379925,-0.3466555
564,305.846,9.0,57,2.0301704,7810,4656,307.806,0.7987245,-0.60169697
565,306.492,9.0,42,0.88199717,7729,4724,307.875,0.29875585,-0.95432955
566,306.492,14.0,60,0.7251634,7360,3842,307.789,-0.57549053,-0.81780845
567,306.492,9.0,39,0.9331033,5276,3983,308.158,0.30246732,-0.95315975
568,306.492,14.0,39,1.2081455,6594,4722,307.899,0.98031265,-0.19745152
569,306.492,14.0,55,2.610731,7306,5338,307.829,-0.8088279,0.5880455
570,307.614,2.0,43,6.4891124,7065,5878,307.956,-0.89646053,-0.4431236
571,307.614,9.0,176,4.4853344,6959,5148,307.676,-0.9973872,0.07224187
572,307.614,9.0,62,4.574562,6796,4611,307.743,0.7558075,0.65479386
573,307.614,14.0,32,1.4833809,7301,4215,307.836,0.1729245,0.9849351
574,307.614,14.0,28,2.608138,7195,4075,307.883,-0.878277,-0.47815216
575,308.275,14.0,143,0.6772706,5644,4291,307.782,0.150495,0.98861074
576,308.275,14.0,27,2.7495375,7576,4573,307.614,0.004703771,-0.9999889
577,308.275,14.0,26,0.60778624,7888,4604,307.589,-0.9578352,0.2873181
578,308.275,14.0,26,2.1620328,7182,4813,307.318,0.7987044,-0.6017236
579,308.275,14.0,82,0.6097053,5091,4418,307.277,-0.6874848,-0.72619873
580,307.161,12.0,35,0.4022629,6059,4111,307.35,0.67944294,-0.73372835
581,307.161,14.0,80,1.1777701,6445,4413,307.406,0.9382712,0.34590048
582,307.161,14.0,31,2.5667326,7775,3504,307.332,0.139904,-0.99016505
583,307.161,9.0,33,1.3230983,8475,5250,307.926,-0.34940276,0.9369726
584,307.161,9.0,63,0.7943359,6791,4824,308.027,-0.6173931,-0.78665483
585,306.273,9.0,44,1.4126543,6527,4873,308.1,-0.69238985,0.72152364
586,306.273,9.0,43,2.6291761,6825,4869,308.284,0.51970226,-0.8543474
587,306.273,8.0,43,2.7925289,6955,5025,308.793,-0.9056324,0.42406374
588,306.273,8.0,41,1.5833989,8361,4981,308.612,0.7646824,-0.64440733
589,306.273,9.0,47,1.4854288,8605,4414,307.778,0.6735355,-0.7391548
590,305.28,2.0,46,2.0258315,8108,4590,308.092,-0.22369403,-0.97465944
591,305.28,2.0,55,2.419852,8073,4240,308.489,0.65302277,-0.7573382
592,305.28,2.0,21,1.5618254,7330,4126,309.09,-0.6261198,0.77972686
593,305.28,9.0,98,0.5330165,7827,4298,309.398,0.78047633,-0.6251853
594,305.28,12.0,20,2.682013,7516,3833,308.477,-0.06484427,-0.9978954
595,306.152,9.0,54,0.9633197,7300,4368,309.528,0.5495059,-0.83548987
596,306.152,9.0,54,0.9432035,7564,3571,308.958,0.27681142,0.96092427
597,306.152,9.0,37,1.2758527,8182,6133,309.161,0.13080034,-0.9914087
598,306.152,9.0,14,1.1081147,8689,4390,308.627,0.3888015,0.9213216
599,306.152,9.0,55,0.34493428,7474,4167,309.163,-0.02650852,0.9996486
600,308.753,12.0,15,2.2542348,7873,4488,308.434,-0.74003315,-0.6725704
601,308.753,8.0,7,0.4786102,8221,5341,309.502,-0.17206785,-0.98508507
602,308.753,9.0,10,0.1063448,8221,5510,308.995,0.9201853,0.39148304
603,308.753,14.0,8,0.19315313,5811,5189,308.447,0.87000257,-0.49304718
604,308.753,12.0,12,0.24211687,7477,2391,309.114,-0.9433571,0.3317791
605,309.457,9.0,12,0.19942091,8252,3741,309.681,0.8921775,-0.4516849
606,309.457,12.0,11,0.6484457,7636,4239,309.325,0.332559,-0.94308245
607,309.457,12.0,22,0.57234174,8231,4503,309.339,0.71016616,0.70403415
608,309.457,9.0,27,0.73788995,8347,4923,309.983,0.26659456,0.9638088
609,309.457,9.0,8,0.61709577,7810,4672,310.048,-0.7794825,0.6264241
610,310.04,9.0,11,0.08309731,7084,4919,310.425,-0.69238985,0.72152364
611,310.04,12.0,8,0.086470306,7060,4104,309.729,-0.9998758,0.015762145
612,310.04,13.0,10,0.42340094,6673,3355,309.852,0.8616486,-0.50750536
613,310.04,13.0,16,0.24043523,5026,2325,307.166,0.587666,0.80910367
614,310.04,13.0,5,0.5765421,6850,2463,303.808,0.9577503,0.28760087
615,309.693,13.0,5,0.120035395,8124,3206,304.635,0.9861604,0.16579396
616,309.693,4.0,6,0.074835755,7891,4501,306.703,0.38175973,-0.9242616
617,309.693,5.0,6,0.101652876,5417,4534,309.522,-0.28369108,0.9589157
618,309.693,5.0,4,0.086470306,5798,4322,310.33,0.5857702,-0.8104772
619,309.693,8.0,9,0.811626,6782,4079,310.632,-0.5573922,-0.8302493
620,309.71,8.0,5,0.8919514,8297,4769,310.465,-0.86457705,-0.50250024
621,309.71,9.0,6,0.43772128,8145,4591,310.211,-0.9854082,0.17020777
622,309.71,9.0,6,0.9404495,6572,4192,310.324,0.989354,0.14552882
623,309.71,9.0,42,0.92236686,7501,3856,310.368,-0.9955155,0.09459845
624,309.71,2.0,42,0.58669865,7501,4643,310.386,-0.6265805,0.7793567
625,310.247,9.0,25,2.1278985,7979,4643,310.319,0.8710846,0.49113306
626,310.247,2.0,111,1.6414467,7204,3952,310.161,-0.7511483,0.6601335
627,310.247,13.0,79,1.7927622,7468,3923,309.157,-0.96014494,-0.2795026
628,310.247,9.0,187,0.4748799,8366,4601,309.085,-0.9609112,0.27685663
629,310.247,9.0,4,,7336,2594,308.87,,
630,305.846,9.0,167,,8284,4594,307.635,,
631,305.846,9.0,129,2.8207417,8320,4157,307.954,0.8806414,0.4737834
632,305.846,10.0,48,2.0516803,8106,4308,308.03,-0.56854403,-0.8226529
633,305.846,9.0,52,1.7760934,7686,4710,307.974,0.9897814,-0.1425934
634,305.846,9.0,85,1.2669938,7471,4456,307.952,-0.44807363,0.89399666
635,306.492,14.0,92,2.5361686,7305,4000,307.558,0.750918,0.6603955
636,306.492,8.0,47,1.2930912,7071,4356,308.655,0.9998926,-0.014655208
637,306.492,14.0,96,3.520562,7945,4624,307.796,0.17547174,-0.9844845
638,306.492,14.0,96,4.2223344,6545,6208,307.853,-0.4915661,-0.87084025
639,306.492,8.0,47,4.9234414,7657,6558,308.725,-0.97417647,-0.2257879
640,307.614,14.0,231,2.782589,8739,6211,306.68,-0.31738836,-0.94829565
641,307.614,2.0,87,4.168035,7087,5522,307.116,-0.8399384,0.5426817
642,307.614,14.0,86,4.029181,7945,4256,307.084,0.10131943,0.994854
643,307.614,14.0,44,1.1160216,6729,3854,307.753,-0.0002754728,0.99999994
644,307.614,14.0,64,1.3106399,8015,3461,307.514,-0.8347821,0.55058044
645,308.275,14.0,28,2.7146962,7502,4469,307.45,-0.8938663,0.44833362
646,308.275,12.0,30,1.9764107,7341,4278,307.478,-0.08493081,-0.9963868
647,308.275,12.0,30,0.2247333,7835,3791,307.504,-0.9415794,0.3367911
648,308.275,14.0,30,1.7195224,7682,4130,307.4,-0.5214577,0.85327715
649,308.275,12.0,68,1.0817589,7361,2796,307.297,-0.5450204,0.8384228
650,307.161,12.0,39,1.0168737,7411,2601,307.384,0.7526959,0.65836835
651,307.161,12.0,64,1.0767603,7399,4272,307.464,0.90234274,-0.43101925
652,307.161,12.0,31,1.1567793,7036,4041,307.621,-0.37855348,-0.9255794
653,307.161,12.0,43,1.1270859,6380,4323,307.657,0.24781404,-0.96880764
654,307.161,9.0,56,0.56821424,5974,5100,308.048,0.9103144,0.41391754
655,306.273,9.0,43,0.31949326,6867,4977,308.116,-0.9996376,-0.02692046
656,306.273,9.0,43,0.8420509,7153,4187,308.383,-0.777394,-0.62901396
657,306.273,9.0,43,1.0819807,7163,5341,308.574,-0.42110297,-0.9070128
658,306.273,9.0,44,0.9165454,6754,4343,308.373,0.9678351,-0.25158536
659,306.273,2.0,61,2.7819462,8833,4343,307.873,-0.24481231,-0.9695705
660,305.28,4.0,149,0.57643306,8888,4866,308.092,0.9999754,0.0070191287
661,305.28,2.0,42,1.8348424,7630,4664,308.43,-0.5756428,0.8177012
662,305.28,2.0,87,1.6216584,8181,4470,308.987,0.7880008,0.6156742
663,305.28,2.0,27,0.4485163,5964,3777,309.144,-0.938656,0.344855
664,305.28,2.0,123,1.280084,8361,4439,309.274,0.9938851,0.110419184
665,306.152,8.0,22,2.4337392,6303,4918,309.798,-0.015688146,0.9998769
666,306.152,12.0,22,0.8121805,6476,4389,308.431,0.0031102248,0.9999952
667,306.152,9.0,15,1.328371,7568,4383,308.936,0.20206328,-0.97937244
668,306.152,9.0,49,1.8077387,7439,4201,308.913,0.34031826,-0.9403103
669,306.152,9.0,42,1.301503,7357,4199,309.064,-0.2591617,-0.96583396
670,308.753,12.0,27,1.9523509,7614,4565,308.231,0.99730533,-0.07336279
671,308.753,9.0,9,0.9973843,8256,5014,309.031,-0.4985488,0.86686164
672,308.753,9.0,6,1.3126248,8472,4470,308.922,0.46373713,0.88597286
673,308.753,9.0,5,0.8613667,8493,5409,309.009,0.96931726,-0.245813
674,308.753,9.0,8,0.41161966,5289,4420,309.343,-0.33199313,-0.9432818
675,309.457,13.0,8,0.6461151,6935,3845,309.575,-0.21728398,-0.97610843
676,309.457,9.0,26,0.66335577,5391,4331,309.716,-0.09928413,-0.99505913
677,309.457,12.0,22,0.7326621,8012,4435,309.148,-0.8361546,0.5484939
678,309.457,9.0,27,0.8535997,7172,4891,310.007,-0.96014243,0.2795112
679,309.457,12.0,8,0.66537714,7079,4625,309.429,0.6693508,0.7429465
680,310.04,9.0,11,0.106344774,6747,4771,310.324,0.92000604,0.39190423
681,310.04,9.0,8,0.09723171,4387,2975,310.202,-0.74342585,0.6688184
682,310.04,12.0,10,0.41268697,3769,2223,308.643,0.2434201,0.96992093
683,310.04,13.0,16,0.14414497,3561,2060,306.819,0.005036297,0.9999873
684,310.04,13.0,5,0.5270377,4303,1981,305.447,0.057791024,-0.9983287
685,309.693,13.0,5,0.22325899,4529,2267,304.695,0.3365683,-0.94165903
686,309.693,13.0,6,0.106344774,4800,2084,304.506,0.1148132,0.9933871
